Unnamed: 0,Sobreviventes,Status socioeconômico,Gênero das pessoas,Idade das pessoas,Relação familiar de irmãos e cônjuge,Relação familiar de pais e filhos,Tarifa do passageiro,Porto de embarcação,Número da classe social,"Homem, Mulher ou Criança",Homem adulto,Convés,Cidade de embarcação,Pessoas vivas,Pessoas sozinhas
712,vivo,1,Masculino,48.0,1,0,52.0,Southampton,Primeira Classe,Homem,Sim,Convés Primeira Classe e áreas de refeição,Southampton,Sim,Não
713,morto,3,Masculino,29.0,0,0,9.4833,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
714,morto,2,Masculino,52.0,0,0,13.0,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
715,morto,3,Masculino,19.0,0,0,7.65,Southampton,Terceira Classe,Homem,Sim,Convés Segunda Classe e parte da Terceira Classe,Southampton,Não,Sim
716,vivo,1,Feminino,38.0,0,0,227.525,Cherbourg,Primeira Classe,Mulher,Não,Convés Primeira Classe e áreas de refeição,Cherbourg,Sim,Sim
717,vivo,2,Feminino,27.0,0,0,10.5,Southampton,Segunda Classe,Mulher,Não,Convés Segunda Classe e áreas de serviço,Southampton,Sim,Sim
718,morto,3,Masculino,,0,0,15.5,Queenstown,Terceira Classe,Homem,Sim,,Queenstown,Não,Sim
719,morto,3,Masculino,33.0,0,0,7.775,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
720,vivo,2,Feminino,6.0,0,1,33.0,Southampton,Segunda Classe,Criança,Não,,Southampton,Sim,Não
721,morto,3,Masculino,17.0,1,0,7.0542,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Não
722,morto,2,Masculino,34.0,0,0,13.0,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
723,morto,2,Masculino,50.0,0,0,13.0,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
724,vivo,1,Masculino,27.0,1,0,53.1,Southampton,Primeira Classe,Homem,Sim,Convés Segunda Classe e áreas de serviço,Southampton,Sim,Não
725,morto,3,Masculino,20.0,0,0,8.6625,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
726,vivo,2,Feminino,30.0,3,0,21.0,Southampton,Segunda Classe,Mulher,Não,,Southampton,Sim,Não
727,vivo,3,Feminino,,0,0,7.7375,Queenstown,Terceira Classe,Mulher,Não,,Queenstown,Sim,Sim
728,morto,2,Masculino,25.0,1,0,26.0,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Não
729,morto,3,Feminino,25.0,1,0,7.925,Southampton,Terceira Classe,Mulher,Não,,Southampton,Não,Não
730,vivo,1,Feminino,29.0,0,0,211.3375,Southampton,Primeira Classe,Mulher,Não,Convés Primeira Classe e áreas de serviço,Southampton,Sim,Sim
731,morto,3,Masculino,11.0,0,0,18.7875,Cherbourg,Terceira Classe,Criança,Não,,Cherbourg,Não,Sim
732,morto,2,Masculino,,0,0,0.0,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
733,morto,2,Masculino,23.0,0,0,13.0,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
734,morto,2,Masculino,23.0,0,0,13.0,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
735,morto,3,Masculino,28.5,0,0,16.1,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
736,morto,3,Feminino,48.0,1,3,34.375,Southampton,Terceira Classe,Mulher,Não,,Southampton,Não,Não
737,vivo,1,Masculino,35.0,0,0,512.3292,Cherbourg,Primeira Classe,Homem,Sim,Convés Primeira Classe e áreas de serviço,Cherbourg,Sim,Sim
738,morto,3,Masculino,,0,0,7.8958,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
739,morto,3,Masculino,,0,0,7.8958,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
740,vivo,1,Masculino,,0,0,30.0,Southampton,Primeira Classe,Homem,Sim,Convés Primeira Classe e Restaurante de Primeira Classe,Southampton,Sim,Sim
741,morto,1,Masculino,36.0,1,0,78.85,Southampton,Primeira Classe,Homem,Sim,Convés Primeira Classe e áreas de refeição,Southampton,Não,Não
742,vivo,1,Feminino,21.0,2,2,262.375,Cherbourg,Primeira Classe,Mulher,Não,Convés Primeira Classe e áreas de serviço,Cherbourg,Sim,Não
743,morto,3,Masculino,24.0,1,0,16.1,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Não
744,vivo,3,Masculino,31.0,0,0,7.925,Southampton,Terceira Classe,Homem,Sim,,Southampton,Sim,Sim
745,morto,1,Masculino,70.0,1,1,71.0,Southampton,Primeira Classe,Homem,Sim,Convés Primeira Classe e áreas de serviço,Southampton,Não,Não
746,morto,3,Masculino,16.0,1,1,20.25,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Não
747,vivo,2,Feminino,30.0,0,0,13.0,Southampton,Segunda Classe,Mulher,Não,,Southampton,Sim,Sim
748,morto,1,Masculino,19.0,1,0,53.1,Southampton,Primeira Classe,Homem,Sim,Convés Primeira Classe e Restaurante de Primeira Classe,Southampton,Não,Não
749,morto,3,Masculino,31.0,0,0,7.75,Queenstown,Terceira Classe,Homem,Sim,,Queenstown,Não,Sim
750,vivo,2,Feminino,4.0,1,1,23.0,Southampton,Segunda Classe,Criança,Não,,Southampton,Sim,Não
751,vivo,3,Masculino,6.0,0,1,12.475,Southampton,Terceira Classe,Criança,Não,Convés Segunda Classe e áreas de serviço,Southampton,Sim,Não
752,morto,3,Masculino,33.0,0,0,9.5,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
753,morto,3,Masculino,23.0,0,0,7.8958,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
754,vivo,2,Feminino,48.0,1,2,65.0,Southampton,Segunda Classe,Mulher,Não,,Southampton,Sim,Não
755,vivo,2,Masculino,0.67,1,1,14.5,Southampton,Segunda Classe,Criança,Não,,Southampton,Sim,Não
756,morto,3,Masculino,28.0,0,0,7.7958,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
757,morto,2,Masculino,18.0,0,0,11.5,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
758,morto,3,Masculino,34.0,0,0,8.05,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
759,vivo,1,Feminino,33.0,0,0,86.5,Southampton,Primeira Classe,Mulher,Não,Convés Primeira Classe e áreas de serviço,Southampton,Sim,Sim
760,morto,3,Masculino,,0,0,14.5,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
761,morto,3,Masculino,41.0,0,0,7.125,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
762,vivo,3,Masculino,20.0,0,0,7.2292,Cherbourg,Terceira Classe,Homem,Sim,,Cherbourg,Sim,Sim
763,vivo,1,Feminino,36.0,1,2,120.0,Southampton,Primeira Classe,Mulher,Não,Convés Primeira Classe e áreas de serviço,Southampton,Sim,Não
764,morto,3,Masculino,16.0,0,0,7.775,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
765,vivo,1,Feminino,51.0,1,0,77.9583,Southampton,Primeira Classe,Mulher,Não,Convés Primeira Classe e Restaurante de Primeira Classe,Southampton,Sim,Não
766,morto,1,Masculino,,0,0,39.6,Cherbourg,Primeira Classe,Homem,Sim,,Cherbourg,Não,Sim
767,morto,3,Feminino,30.5,0,0,7.75,Queenstown,Terceira Classe,Mulher,Não,,Queenstown,Não,Sim
768,morto,3,Masculino,,1,0,24.15,Queenstown,Terceira Classe,Homem,Sim,,Queenstown,Não,Não
769,morto,3,Masculino,32.0,0,0,8.3625,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
770,morto,3,Masculino,24.0,0,0,9.5,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
771,morto,3,Masculino,48.0,0,0,7.8542,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
772,morto,2,Feminino,57.0,0,0,10.5,Southampton,Segunda Classe,Mulher,Não,Convés Segunda Classe e áreas de serviço,Southampton,Não,Sim
773,morto,3,Masculino,,0,0,7.225,Cherbourg,Terceira Classe,Homem,Sim,,Cherbourg,Não,Sim
774,vivo,2,Feminino,54.0,1,3,23.0,Southampton,Segunda Classe,Mulher,Não,,Southampton,Sim,Não
775,morto,3,Masculino,18.0,0,0,7.75,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
776,morto,3,Masculino,,0,0,7.75,Queenstown,Terceira Classe,Homem,Sim,Convés Segunda Classe e parte da Terceira Classe,Queenstown,Não,Sim
777,vivo,3,Feminino,5.0,0,0,12.475,Southampton,Terceira Classe,Criança,Não,,Southampton,Sim,Sim
778,morto,3,Masculino,,0,0,7.7375,Queenstown,Terceira Classe,Homem,Sim,,Queenstown,Não,Sim
779,vivo,1,Feminino,43.0,0,1,211.3375,Southampton,Primeira Classe,Mulher,Não,Convés Primeira Classe e áreas de serviço,Southampton,Sim,Não
780,vivo,3,Feminino,13.0,0,0,7.2292,Cherbourg,Terceira Classe,Criança,Não,,Cherbourg,Sim,Sim
781,vivo,1,Feminino,17.0,1,0,57.0,Southampton,Primeira Classe,Mulher,Não,Convés Primeira Classe e áreas de serviço,Southampton,Sim,Não
782,morto,1,Masculino,29.0,0,0,30.0,Southampton,Primeira Classe,Homem,Sim,Convés Primeira Classe e Restaurante de Primeira Classe,Southampton,Não,Sim
783,morto,3,Masculino,,1,2,23.45,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Não
784,morto,3,Masculino,25.0,0,0,7.05,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
785,morto,3,Masculino,25.0,0,0,7.25,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
786,vivo,3,Feminino,18.0,0,0,7.4958,Southampton,Terceira Classe,Mulher,Não,,Southampton,Sim,Sim
787,morto,3,Masculino,8.0,4,1,29.125,Queenstown,Terceira Classe,Criança,Não,,Queenstown,Não,Não
788,vivo,3,Masculino,1.0,1,2,20.575,Southampton,Terceira Classe,Criança,Não,,Southampton,Sim,Não
789,morto,1,Masculino,46.0,0,0,79.2,Cherbourg,Primeira Classe,Homem,Sim,Convés Primeira Classe e áreas de serviço,Cherbourg,Não,Sim
790,morto,3,Masculino,,0,0,7.75,Queenstown,Terceira Classe,Homem,Sim,,Queenstown,Não,Sim
791,morto,2,Masculino,16.0,0,0,26.0,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
792,morto,3,Feminino,,8,2,69.55,Southampton,Terceira Classe,Mulher,Não,,Southampton,Não,Não
793,morto,1,Masculino,,0,0,30.6958,Cherbourg,Primeira Classe,Homem,Sim,,Cherbourg,Não,Sim
794,morto,3,Masculino,25.0,0,0,7.8958,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
795,morto,2,Masculino,39.0,0,0,13.0,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
796,vivo,1,Feminino,49.0,0,0,25.9292,Southampton,Primeira Classe,Mulher,Não,Convés Primeira Classe e Restaurante de Primeira Classe,Southampton,Sim,Sim
797,vivo,3,Feminino,31.0,0,0,8.6833,Southampton,Terceira Classe,Mulher,Não,,Southampton,Sim,Sim
798,morto,3,Masculino,30.0,0,0,7.2292,Cherbourg,Terceira Classe,Homem,Sim,,Cherbourg,Não,Sim
799,morto,3,Feminino,30.0,1,1,24.15,Southampton,Terceira Classe,Mulher,Não,,Southampton,Não,Não
800,morto,2,Masculino,34.0,0,0,13.0,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
801,vivo,2,Feminino,31.0,1,1,26.25,Southampton,Segunda Classe,Mulher,Não,,Southampton,Sim,Não
802,vivo,1,Masculino,11.0,1,2,120.0,Southampton,Primeira Classe,Criança,Não,Convés Primeira Classe e áreas de serviço,Southampton,Sim,Não
803,vivo,3,Masculino,0.42,0,1,8.5167,Cherbourg,Terceira Classe,Criança,Não,,Cherbourg,Sim,Não
804,vivo,3,Masculino,27.0,0,0,6.975,Southampton,Terceira Classe,Homem,Sim,,Southampton,Sim,Sim
805,morto,3,Masculino,31.0,0,0,7.775,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
806,morto,1,Masculino,39.0,0,0,0.0,Southampton,Primeira Classe,Homem,Sim,Convés Primeira Classe com botes salva vidas,Southampton,Não,Sim
807,morto,3,Feminino,18.0,0,0,7.775,Southampton,Terceira Classe,Mulher,Não,,Southampton,Não,Sim
808,morto,2,Masculino,39.0,0,0,13.0,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
809,vivo,1,Feminino,33.0,1,0,53.1,Southampton,Primeira Classe,Mulher,Não,Convés Segunda Classe e áreas de serviço,Southampton,Sim,Não
810,morto,3,Masculino,26.0,0,0,7.8875,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
811,morto,3,Masculino,39.0,0,0,24.15,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
812,morto,2,Masculino,35.0,0,0,10.5,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
813,morto,3,Feminino,6.0,4,2,31.275,Southampton,Terceira Classe,Criança,Não,,Southampton,Não,Não
814,morto,3,Masculino,30.5,0,0,8.05,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
815,morto,1,Masculino,,0,0,0.0,Southampton,Primeira Classe,Homem,Sim,Convés Primeira Classe e áreas de serviço,Southampton,Não,Sim
816,morto,3,Feminino,23.0,0,0,7.925,Southampton,Terceira Classe,Mulher,Não,,Southampton,Não,Sim
817,morto,2,Masculino,31.0,1,1,37.0042,Cherbourg,Segunda Classe,Homem,Sim,,Cherbourg,Não,Não
818,morto,3,Masculino,43.0,0,0,6.45,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
819,morto,3,Masculino,10.0,3,2,27.9,Southampton,Terceira Classe,Criança,Não,,Southampton,Não,Não
820,vivo,1,Feminino,52.0,1,1,93.5,Southampton,Primeira Classe,Mulher,Não,Convés Primeira Classe e áreas de serviço,Southampton,Sim,Não
821,vivo,3,Masculino,27.0,0,0,8.6625,Southampton,Terceira Classe,Homem,Sim,,Southampton,Sim,Sim
822,morto,1,Masculino,38.0,0,0,0.0,Southampton,Primeira Classe,Homem,Sim,,Southampton,Não,Sim
823,vivo,3,Feminino,27.0,0,1,12.475,Southampton,Terceira Classe,Mulher,Não,Convés Segunda Classe e áreas de serviço,Southampton,Sim,Não
824,morto,3,Masculino,2.0,4,1,39.6875,Southampton,Terceira Classe,Criança,Não,,Southampton,Não,Não
825,morto,3,Masculino,,0,0,6.95,Queenstown,Terceira Classe,Homem,Sim,,Queenstown,Não,Sim
826,morto,3,Masculino,,0,0,56.4958,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
827,vivo,2,Masculino,1.0,0,2,37.0042,Cherbourg,Segunda Classe,Criança,Não,,Cherbourg,Sim,Não
828,vivo,3,Masculino,,0,0,7.75,Queenstown,Terceira Classe,Homem,Sim,,Queenstown,Sim,Sim
829,vivo,1,Feminino,62.0,0,0,80.0,,Primeira Classe,Mulher,Não,Convés Primeira Classe e áreas de serviço,,Sim,Sim
830,vivo,3,Feminino,15.0,1,0,14.4542,Cherbourg,Terceira Classe,Criança,Não,,Cherbourg,Sim,Não
831,vivo,2,Masculino,0.83,1,1,18.75,Southampton,Segunda Classe,Criança,Não,,Southampton,Sim,Não
832,morto,3,Masculino,,0,0,7.2292,Cherbourg,Terceira Classe,Homem,Sim,,Cherbourg,Não,Sim
833,morto,3,Masculino,23.0,0,0,7.8542,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
834,morto,3,Masculino,18.0,0,0,8.3,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
835,vivo,1,Feminino,39.0,1,1,83.1583,Cherbourg,Primeira Classe,Mulher,Não,Convés Segunda Classe e áreas de serviço,Cherbourg,Sim,Não
836,morto,3,Masculino,21.0,0,0,8.6625,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
837,morto,3,Masculino,,0,0,8.05,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
838,vivo,3,Masculino,32.0,0,0,56.4958,Southampton,Terceira Classe,Homem,Sim,,Southampton,Sim,Sim
839,vivo,1,Masculino,,0,0,29.7,Cherbourg,Primeira Classe,Homem,Sim,Convés Primeira Classe e áreas de refeição,Cherbourg,Sim,Sim
840,morto,3,Masculino,20.0,0,0,7.925,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
841,morto,2,Masculino,16.0,0,0,10.5,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
842,vivo,1,Feminino,30.0,0,0,31.0,Cherbourg,Primeira Classe,Mulher,Não,,Cherbourg,Sim,Sim
843,morto,3,Masculino,34.5,0,0,6.4375,Cherbourg,Terceira Classe,Homem,Sim,,Cherbourg,Não,Sim
844,morto,3,Masculino,17.0,0,0,8.6625,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
845,morto,3,Masculino,42.0,0,0,7.55,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
846,morto,3,Masculino,,8,2,69.55,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Não
847,morto,3,Masculino,35.0,0,0,7.8958,Cherbourg,Terceira Classe,Homem,Sim,,Cherbourg,Não,Sim
848,morto,2,Masculino,28.0,0,1,33.0,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Não
849,vivo,1,Feminino,,1,0,89.1042,Cherbourg,Primeira Classe,Mulher,Não,Convés Primeira Classe e áreas de refeição,Cherbourg,Sim,Não
850,morto,3,Masculino,4.0,4,2,31.275,Southampton,Terceira Classe,Criança,Não,,Southampton,Não,Não
851,morto,3,Masculino,74.0,0,0,7.775,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
852,morto,3,Feminino,9.0,1,1,15.2458,Cherbourg,Terceira Classe,Criança,Não,,Cherbourg,Não,Não
853,vivo,1,Feminino,16.0,0,1,39.4,Southampton,Primeira Classe,Mulher,Não,Convés Primeira Classe e Restaurante de Primeira Classe,Southampton,Sim,Não
854,morto,2,Feminino,44.0,1,0,26.0,Southampton,Segunda Classe,Mulher,Não,,Southampton,Não,Não
855,vivo,3,Feminino,18.0,0,1,9.35,Southampton,Terceira Classe,Mulher,Não,,Southampton,Sim,Não
856,vivo,1,Feminino,45.0,1,1,164.8667,Southampton,Primeira Classe,Mulher,Não,,Southampton,Sim,Não
857,vivo,1,Masculino,51.0,0,0,26.55,Southampton,Primeira Classe,Homem,Sim,Convés Segunda Classe e áreas de serviço,Southampton,Sim,Sim
858,vivo,3,Feminino,24.0,0,3,19.2583,Cherbourg,Terceira Classe,Mulher,Não,,Cherbourg,Sim,Não
859,morto,3,Masculino,,0,0,7.2292,Cherbourg,Terceira Classe,Homem,Sim,,Cherbourg,Não,Sim
860,morto,3,Masculino,41.0,2,0,14.1083,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Não
861,morto,2,Masculino,21.0,1,0,11.5,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Não
862,vivo,1,Feminino,48.0,0,0,25.9292,Southampton,Primeira Classe,Mulher,Não,Convés Primeira Classe e Restaurante de Primeira Classe,Southampton,Sim,Sim
863,morto,3,Feminino,,8,2,69.55,Southampton,Terceira Classe,Mulher,Não,,Southampton,Não,Não
864,morto,2,Masculino,24.0,0,0,13.0,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
865,vivo,2,Feminino,42.0,0,0,13.0,Southampton,Segunda Classe,Mulher,Não,,Southampton,Sim,Sim
866,vivo,2,Feminino,27.0,1,0,13.8583,Cherbourg,Segunda Classe,Mulher,Não,,Cherbourg,Sim,Não
867,morto,1,Masculino,31.0,0,0,50.4958,Southampton,Primeira Classe,Homem,Sim,Convés Primeira Classe com botes salva vidas,Southampton,Não,Sim
868,morto,3,Masculino,,0,0,9.5,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
869,vivo,3,Masculino,4.0,1,1,11.1333,Southampton,Terceira Classe,Criança,Não,,Southampton,Sim,Não
870,morto,3,Masculino,26.0,0,0,7.8958,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
871,vivo,1,Feminino,47.0,1,1,52.5542,Southampton,Primeira Classe,Mulher,Não,Convés Primeira Classe e Restaurante de Primeira Classe,Southampton,Sim,Não
872,morto,1,Masculino,33.0,0,0,5.0,Southampton,Primeira Classe,Homem,Sim,Convés Primeira Classe e áreas de serviço,Southampton,Não,Sim
873,morto,3,Masculino,47.0,0,0,9.0,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
874,vivo,2,Feminino,28.0,1,0,24.0,Cherbourg,Segunda Classe,Mulher,Não,,Cherbourg,Sim,Não
875,vivo,3,Feminino,15.0,0,0,7.225,Cherbourg,Terceira Classe,Criança,Não,,Cherbourg,Sim,Sim
876,morto,3,Masculino,20.0,0,0,9.8458,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
877,morto,3,Masculino,19.0,0,0,7.8958,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
878,morto,3,Masculino,,0,0,7.8958,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
879,vivo,1,Feminino,56.0,0,1,83.1583,Cherbourg,Primeira Classe,Mulher,Não,Convés Primeira Classe e áreas de refeição,Cherbourg,Sim,Não
880,vivo,2,Feminino,25.0,0,1,26.0,Southampton,Segunda Classe,Mulher,Não,,Southampton,Sim,Não
881,morto,3,Masculino,33.0,0,0,7.8958,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
882,morto,3,Feminino,22.0,0,0,10.5167,Southampton,Terceira Classe,Mulher,Não,,Southampton,Não,Sim
883,morto,2,Masculino,28.0,0,0,10.5,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
884,morto,3,Masculino,25.0,0,0,7.05,Southampton,Terceira Classe,Homem,Sim,,Southampton,Não,Sim
885,morto,3,Feminino,39.0,0,5,29.125,Queenstown,Terceira Classe,Mulher,Não,,Queenstown,Não,Não
886,morto,2,Masculino,27.0,0,0,13.0,Southampton,Segunda Classe,Homem,Sim,,Southampton,Não,Sim
887,vivo,1,Feminino,19.0,0,0,30.0,Southampton,Primeira Classe,Mulher,Não,Convés Primeira Classe e áreas de serviço,Southampton,Sim,Sim
888,morto,3,Feminino,,1,2,23.45,Southampton,Terceira Classe,Mulher,Não,,Southampton,Não,Não
889,vivo,1,Masculino,26.0,0,0,30.0,Cherbourg,Primeira Classe,Homem,Sim,Convés Primeira Classe e áreas de refeição,Cherbourg,Sim,Sim
890,morto,3,Masculino,32.0,0,0,7.75,Queenstown,Terceira Classe,Homem,Sim,,Queenstown,Não,Sim
